node,in_degree,out_degree,total_degree,in_degree_centrality,out_degree_centrality,betweenness,closeness,eigenvector,pagerank,total_degree_rank,betweenness_rank,closeness_rank,eigenvector_rank,pagerank_rank,bridge_without_hub
RET-00134,16,0,16,0.016016016016016016,0.0,0.0,0.26884367360557837,0.08958859389182314,0.002252643593490311,334,553,48,13,71,-219
RET-00109,16,0,16,0.016016016016016016,0.0,0.0,0.2757483563810724,0.0335226463176069,0.0022862946362630313,334,553,21,243,64,-219
MFG-00076,9,7,16,0.009009009009009009,0.007007007007007007,0.001692960522780174,0.2298166041689358,0.028959615098940062,0.00120706098520124,334,257,356,273,333,77
DST-00190,9,7,16,0.009009009009009009,0.007007007007007007,0.0011891001004341213,0.24303892934029922,0.034873799820544726,0.0012970244561849018,334,317,259,234,301,17
RET-00095,16,0,16,0.016016016016016016,0.0,0.0,0.27101826265642304,0.06917422456817571,0.0023231865040138663,334,553,37,54,56,-219
RET-00011,16,0,16,0.016016016016016016,0.0,0.0,0.2689453158262232,0.08001007486816539,0.0016751203840906432,334,553,47,31,183,-219
DST-00193,4,12,16,0.004004004004004004,0.012012012012012012,0.001370038177877586,0.21228647133522993,0.013316571029064415,0.000936827052879213,334,301,455,406,433,33
DST-00011,5,11,16,0.005005005005005005,0.011011011011011011,0.0009372252156307733,0.17907486088157296,0.0010495075318090602,0.0008301986239983386,334,349,553,538,476,-15
DST-00088,9,7,16,0.009009009009009009,0.007007007007007007,0.0013881694131944536,0.24420979823595104,0.03646394582263365,0.0014092995850021983,334,297,248,221,271,37
RET-00078,16,0,16,0.016016016016016016,0.0,0.0,0.2579261640175346,0.03535059587704449,0.001799138033589517,334,553,125,229,157,-219
MFG-00074,7,9,16,0.007007007007007007,0.009009009009009009,0.00044069418089560003,0.00807474140807474,2.8378056695409417e-47,0.0005911917241962532,334,421,595,595,558,-87
DST-00097,8,8,16,0.008008008008008008,0.008008008008008008,0.0035373428958316707,0.242457695139622,0.0215463638285706,0.0011297336805845236,334,113,262,333,363,221
DST-00074,6,10,16,0.006006006006006006,0.01001001001001001,0.0009231152646143068,0.21196943658114506,0.014839780580517868,0.0006392267741725964,334,350,457,389,548,-16
DST-00072,4,12,16,0.004004004004004004,0.012012012012012012,0.001730474753618005,0.21849558918524434,0.018528908797509243,0.0009015637084971685,334,252,433,355,447,82
DST-00173,5,11,16,0.005005005005005005,0.011011011011011011,0.0009116662155311076,0.2057025141083112,0.008780348009384275,0.0009840320097831785,334,354,480,449,413,-20
RET-00103,16,0,16,0.016016016016016016,0.0,0.0,0.27161525786955343,0.033406583610822806,0.0018352632147703527,334,553,36,245,149,-219
DST-00132,8,8,16,0.008008008008008008,0.008008008008008008,0.001658693527216336,0.2498850963639696,0.014291077066804861,0.0008342986052157796,334,261,199,395,474,73
MFG-00031,8,8,16,0.008008008008008008,0.008008008008008008,0.0004083658387665439,0.009398287176064954,8.80576193431424e-47,0.0005743850301403596,334,426,592,586,563,-92
RET-00048,16,0,16,0.016016016016016016,0.0,0.0,0.260285532513853,0.028331612676023427,0.0014539402039784413,334,553,106,276,254,-219
WHS-00017,12,4,16,0.012012012012012012,0.004004004004004004,0.0021335164329917967,0.2313901772656256,0.004779060368736813,0.0007457090032197561,334,209,346,493,509,125
DST-00159,6,10,16,0.006006006006006006,0.01001001001001001,0.0021873070397697525,0.24420979823595104,0.026330431269922287,0.0012694168324233247,334,203,248,292,312,131
SUP-00106,0,16,16,0.0,0.016016016016016016,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,334,553,703,703,703,-219
MFG-00121,8,8,16,0.008008008008008008,0.008008008008008008,0.0011687119365581169,0.2189675019048669,0.000997793319884244,0.00041069457118631116,334,319,429,540,661,15
MFG-00111,8,8,16,0.008008008008008008,0.008008008008008008,0.0014704091052965126,0.19779087895029923,0.00028575343478051403,0.0006929016530623938,334,284,508,554,530,50
RET-00049,16,0,16,0.016016016016016016,0.0,0.0,0.2750813458470071,0.07666664140966717,0.002662789489324768,334,553,22,40,21,-219
DST-00015,7,8,15,0.007007007007007007,0.008008008008008008,0.0015341221213864382,0.2342930583273931,0.039849604982625846,0.0012306831419597564,372,275,324,197,324,97
DST-00025,4,11,15,0.004004004004004004,0.011011011011011011,0.0016187879788462085,0.20600106637842486,0.007188156484948776,0.0007003466996083865,372,264,477,470,526,108
RET-00149,15,0,15,0.015015015015015015,0.0,0.0,0.27680475506562463,0.07838387368081887,0.0023708776449285172,372,553,17,37,48,-181
RET-00077,15,0,15,0.015015015015015015,0.0,0.0,0.2617219868875498,0.066751042053415,0.0019921819276531813,372,553,98,64,122,-181
DST-00168,4,11,15,0.004004004004004004,0.011011011011011011,0.002170546723586034,0.21923808269189798,0.01109066871493801,0.0010060359562987459,372,206,428,425,406,166
DST-00070,3,12,15,0.003003003003003003,0.012012012012012012,0.0011223306897925577,0.22087571542909232,0.020276536518959897,0.0006355151770354057,372,328,419,344,549,44
LOG-00091,0,15,15,0.0,0.015015015015015015,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,372,553,703,703,703,-181
RET-00142,15,0,15,0.015015015015015015,0.0,0.0,0.26884367360557837,0.06529273520612283,0.0020859644218653175,372,553,48,70,96,-181
DST-00030,7,8,15,0.007007007007007007,0.008008008008008008,0.002064438344436819,0.20983846057766814,0.026681413535512316,0.001076477449876644,372,220,466,290,382,152
WHS-00081,12,3,15,0.012012012012012012,0.003003003003003003,0.0002999966451454889,0.19957077437392398,0.00032274321852208596,0.00047147057935744677,372,454,503,552,605,-82
SUP-00016,0,15,15,0.0,0.015015015015015015,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,372,553,703,703,703,-181
DST-00037,7,8,15,0.007007007007007007,0.008008008008008008,0.002225322924321739,0.24522241661149746,0.05062441057229588,0.001889186461432481,372,196,240,138,143,176
DST-00184,7,8,15,0.007007007007007007,0.008008008008008008,0.0008154303817657078,0.23506912013039868,0.040324684895827856,0.0014803803002420154,372,369,321,195,243,3
DST-00181,6,9,15,0.006006006006006006,0.009009009009009009,0.0015258162182319643,0.23951187096647777,0.011676473335298683,0.0006882039919737818,372,276,283,421,532,96
SUP-00187,1,14,15,0.001001001001001001,0.014014014014014014,0.00027820005077581805,0.001001001001001001,7.160538703136754e-50,0.0004929884687290868,372,463,626,616,598,-91
RET-00105,15,0,15,0.015015015015015015,0.0,0.0,0.2651361760567873,0.10344353042520311,0.002082265808134091,372,553,70,9,98,-181
SUP-00258,1,14,15,0.001001001001001001,0.014014014014014014,0.00011771159818889265,0.001001001001001001,1.3973445351194995e-51,0.0003757524508954031,372,517,626,702,699,-145
RET-00030,15,0,15,0.015015015015015015,0.0,0.0,0.27636377636377635,0.06394279900791938,0.0027919058769764727,372,553,20,74,16,-181
DST-00165,6,9,15,0.006006006006006006,0.009009009009009009,0.0013070711883990214,0.22608272496772017,0.028261522398207894,0.0011236528608437944,372,309,383,277,368,63
DST-00105,8,7,15,0.008008008008008008,0.007007007007007007,0.002023820433389441,0.23703195513482753,0.0425028442946254,0.0015277589221439358,372,225,306,183,232,147
DST-00029,5,10,15,0.005005005005005005,0.01001001001001001,0.0007636485505080558,0.19539473394098944,0.01013405712616001,0.0008032128971857931,372,374,516,440,489,-2
SUP-00228,0,15,15,0.0,0.015015015015015015,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,372,553,703,703,703,-181
DST-00127,7,8,15,0.007007007007007007,0.008008008008008008,0.0014026526039505277,0.2387062474516225,0.04253845884910378,0.0012354253074714535,372,295,287,181,322,77
RET-00130,15,0,15,0.015015015015015015,0.0,0.0,0.27068506863027414,0.062070318558632036,0.0021353940482588666,372,553,38,82,86,-181
RET-00144,15,0,15,0.015015015015015015,0.0,0.0,0.2740217104623884,0.09257069799814234,0.0023482026418182806,372,553,25,11,53,-181
DST-00091,7,8,15,0.007007007007007007,0.008008008008008008,0.0018495410650534645,0.238145528078414,0.0143258969332436,0.0007937061617832471,372,243,294,393,492,129
DST-00172,5,10,15,0.005005005005005005,0.01001001001001001,0.0012393886785369334,0.2020135706443705,0.0009519942452567836,0.0006802994843400168,372,313,491,542,536,59
RET-00115,15,0,15,0.015015015015015015,0.0,0.0,0.2817268753902417,0.06911758933749014,0.0024829990852765884,372,553,8,55,37,-181
RET-00010,15,0,15,0.015015015015015015,0.0,0.0,0.2610496735267377,0.05679615569258643,0.0020855007848403556,372,553,101,107,97,-181
RET-00121,15,0,15,0.015015015015015015,0.0,0.0,0.2618183144498934,0.06526291950569571,0.0017592700267359004,372,553,96,71,167,-181
DST-00185,7,8,15,0.007007007007007007,0.008008008008008008,0.0011252471506574603,0.22709557557557558,0.04070995328151834,0.0012948896918653294,372,327,380,193,303,45
DST-00003,7,8,15,0.007007007007007007,0.008008008008008008,0.0009122725417772726,0.22351926729879484,0.007738563966988547,0.0007627803270491035,372,353,401,462,501,19
DST-00164,4,11,15,0.004004004004004004,0.011011011011011011,0.0007996292173707032,0.2193736240104092,0.00641546936144176,0.0009539256526510738,372,370,426,480,430,2
DST-00136,3,12,15,0.003003003003003003,0.012012012012012012,0.00035937132429222224,0.18428295862728478,0.005698117809098001,0.0005643974845552151,372,441,545,485,567,-69
RET-00069,15,0,15,0.015015015015015015,0.0,0.0,0.27068506863027414,0.0718368890098107,0.0020906664271455543,372,553,38,51,93,-181
RET-00012,14,0,14,0.014014014014014014,0.0,0.0,0.26576557922066685,0.06161118067385208,0.0016350495279741349,407,553,67,83,198,-146
SUP-00272,0,14,14,0.0,0.014014014014014014,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,407,553,703,703,703,-146
SUP-00156,1,13,14,0.001001001001001001,0.013013013013013013,0.00022499274753783773,0.001001001001001001,9.576922301672665e-51,0.0003830905761495935,407,474,626,693,693,-67
SUP-00080,1,13,14,0.001001001001001001,0.013013013013013013,0.00014105088698720405,0.001001001001001001,4.297686484843142e-50,0.00041769029727489553,407,503,626,653,651,-96
SUP-00024,2,12,14,0.002002002002002002,0.012012012012012012,0.00040082397640651404,0.002002002002002002,7.365028147300579e-50,0.00044225389498151244,407,428,602,615,624,-21
DST-00013,5,9,14,0.005005005005005005,0.009009009009009009,0.0007904517148387592,0.22205058625584284,0.006703341897594872,0.0006810036040544004,407,371,406,476,535,36
SUP-00044,2,12,14,0.002002002002002002,0.012012012012012012,0.0003553956773772289,0.002002002002002002,9.000943700611212e-50,0.0005454695884180843,407,443,602,610,578,-36
DST-00005,7,7,14,0.007007007007007007,0.007007007007007007,0.0009373285170214716,0.23336852143165854,0.0076577231432188985,0.0007016789793081618,407,348,332,463,525,59
DST-00002,6,8,14,0.006006006006006006,0.008008008008008008,0.0006644540616265178,0.23831167851268356,0.037466980108289256,0.001128697926526129,407,384,290,215,365,23
DST-00150,2,12,14,0.002002002002002002,0.012012012012012012,0.0005724633375003452,0.19544854686688892,0.011784874154551723,0.0006280860925475097,407,400,515,420,551,7
RET-00063,14,0,14,0.014014014014014014,0.0,0.0,0.2520766691567542,0.048214678245231624,0.002094761893953351,407,553,177,149,92,-146
MFG-00052,9,5,14,0.009009009009009009,0.005005005005005005,0.00043730396467673807,0.009951127598186421,6.090994155169273e-47,0.0005560684156211688,407,422,590,589,573,-15
SUP-00041,0,14,14,0.0,0.014014014014014014,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,407,553,703,703,703,-146
DST-00040,7,7,14,0.007007007007007007,0.007007007007007007,0.002791121757184806,0.24187923438093856,0.01850837665865747,0.0008168573430826919,407,163,267,358,482,244
DST-00049,7,7,14,0.007007007007007007,0.007007007007007007,0.0005538171869502068,0.22789777574620218,0.024145260251277455,0.001024164392861774,407,405,375,307,399,2
DST-00012,3,11,14,0.003003003003003003,0.011011011011011011,0.0010229377094812023,0.19790119176622245,0.01269103966909224,0.000743242408697918,407,340,507,413,511,67
DST-00031,5,9,14,0.005005005005005005,0.009009009009009009,0.0003868968980248758,0.007124771830654184,2.7717661443639742e-46,0.0006982490978902282,407,432,597,565,527,-25
RET-00068,14,0,14,0.014014014014014014,0.0,0.0,0.26783146097905136,0.03786876789155377,0.0014238157010728499,407,553,53,211,267,-146
MFG-00091,8,6,14,0.008008008008008008,0.006006006006006006,0.0004038327852766729,0.008651508651508651,4.524741339170452e-47,0.0006655722666595422,407,427,593,593,540,-20
RET-00065,14,0,14,0.014014014014014014,0.0,0.0,0.2726765005923706,0.06150170490957915,0.0019439829647173925,407,553,32,84,131,-146
RET-00112,14,0,14,0.014014014014014014,0.0,0.0,0.2563080693921816,0.04322780463265703,0.0014400632395591187,407,553,141,173,259,-146
DST-00095,7,7,14,0.007007007007007007,0.007007007007007007,0.0009197285442052302,0.2339840664931334,0.009906518595916243,0.0008896891754182736,407,351,328,442,453,56
LOG-00050,0,14,14,0.0,0.014014014014014014,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,407,553,703,703,703,-146
RET-00099,14,0,14,0.014014014014014014,0.0,0.0,0.25524232521003243,0.06678886719504068,0.001992959047835826,407,553,149,63,121,-146
DST-00189,5,9,14,0.005005005005005005,0.009009009009009009,0.0018892166628987205,0.22479368820832232,0.009528893170560935,0.0007941136221826036,407,241,392,445,491,166
RET-00047,14,0,14,0.014014014014014014,0.0,0.0,0.26783146097905136,0.06436597185011665,0.002632384745163677,407,553,53,72,23,-146
RET-00001,14,0,14,0.014014014014014014,0.0,0.0,0.27223894388073494,0.011949138937161917,0.0007672249553343181,407,553,34,418,499,-146
RET-00023,14,0,14,0.014014014014014014,0.0,0.0,0.269583761455217,0.03851648535938812,0.0014833876743139793,407,553,43,209,240,-146
DST-00107,7,7,14,0.007007007007007007,0.007007007007007007,0.0010489601775170176,0.231088789864433,0.011348008765939029,0.000890951833413539,407,335,349,423,452,72
DST-00098,7,7,14,0.007007007007007007,0.007007007007007007,0.002434831084423221,0.2518359381382802,0.04820704457207613,0.002530233250460987,407,181,184,150,32,226
RET-00148,14,0,14,0.014014014014014014,0.0,0.0,0.25442072974261815,0.040867426273741354,0.001934057742215097,407,553,157,192,133,-146
DST-00130,8,6,14,0.008008008008008008,0.006006006006006006,0.000861391582079327,0.2275324378562596,0.0073347259950879845,0.0005107969740913562,407,360,378,469,587,47
DST-00041,4,10,14,0.004004004004004004,0.01001001001001001,0.0006512861654050296,0.1802116997647724,0.0005552180555003287,0.0005887220080367569,407,386,552,548,560,21
SUP-00033,0,14,14,0.0,0.014014014014014014,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,407,553,703,703,703,-146
RET-00003,14,0,14,0.014014014014014014,0.0,0.0,0.25047900012688745,0.0026526673187187077,0.0004955054029699272,407,553,196,524,596,-146
DST-00103,7,7,14,0.007007007007007007,0.007007007007007007,0.001739893554920726,0.21964521005065726,0.010972368854555594,0.001029846723682343,407,251,425,429,396,156
DST-00111,4,10,14,0.004004004004004004,0.01001001001001001,0.0014197084282643207,0.20416388770819152,0.006627483505802298,0.0007595540176544176,407,292,486,478,505,115
DST-00034,6,8,14,0.006006006006006006,0.008008008008008008,0.0008556900039688932,0.2262268644162173,0.0016041670283709654,0.0004200874115879411,407,362,381,531,649,45
DST-00024,7,7,14,0.007007007007007007,0.007007007007007007,0.0008570941904984148,0.24024159569183268,0.04398473674634329,0.0013207704805379742,407,361,281,169,296,46
DST-00117,5,9,14,0.005005005005005005,0.009009009009009009,0.001113383574437291,0.2281175421644724,0.027139862716474464,0.001123057484914559,407,330,369,283,369,77
LOG-00055,0,14,14,0.0,0.014014014014014014,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,407,553,703,703,703,-146
DST-00187,4,10,14,0.004004004004004004,0.01001001001001001,0.0017217075819595956,0.20481202703424925,0.0006500045056741268,0.0009667349571192087,407,253,483,546,426,154
SUP-00209,0,14,14,0.0,0.014014014014014014,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,407,553,703,703,703,-146
DST-00044,7,7,14,0.007007007007007007,0.007007007007007007,0.0005974111299152689,0.23742846225281822,0.03931853152479244,0.0013646804927296657,407,397,302,203,284,10
DST-00075,6,7,13,0.006006006006006006,0.007007007007007007,0.0014695521550885371,0.22156530554907078,0.014361233132379046,0.0007207202551607378,451,285,411,392,517,166
SUP-00140,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
DST-00135,5,8,13,0.005005005005005005,0.008008008008008008,0.001455559559481483,0.22557968012513466,0.02621028343139649,0.0009171458127251095,451,288,388,294,441,163
DST-00145,4,9,13,0.004004004004004004,0.009009009009009009,0.0004490813687107976,0.19211523380445958,0.013266729101034989,0.0007244991688688527,451,420,526,407,515,31
RET-00089,13,0,13,0.013013013013013013,0.0,0.0,0.2535736305295338,0.05119979771197401,0.0020286621393594247,451,553,167,132,111,-102
DST-00154,5,8,13,0.005005005005005005,0.008008008008008008,0.0004969573087240389,0.21610038784216615,0.022969253891549076,0.000990989607604183,451,416,446,318,409,35
DST-00023,7,6,13,0.007007007007007007,0.006006006006006006,0.00038769994755780406,0.2279270619546172,0.02169979208072443,0.0011836103521190456,451,431,374,331,341,20
SUP-00032,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
SUP-00163,1,12,13,0.001001001001001001,0.012012012012012012,0.00019222123093608757,0.001001001001001001,4.297686484843142e-50,0.0004131147894821052,451,481,626,653,658,-30
SUP-00096,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
RET-00079,13,0,13,0.013013013013013013,0.0,0.0,0.2668596740453028,0.05618686629262484,0.0018680835196780818,451,553,61,109,145,-102
RET-00108,13,0,13,0.013013013013013013,0.0,0.0,0.25727318638711044,0.05118871664554041,0.001659970529516595,451,553,133,133,186,-102
SUP-00070,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
DST-00028,5,8,13,0.005005005005005005,0.008008008008008008,0.0016899285345640736,0.21998563970045681,0.03427291748311698,0.0012084427607294557,451,259,423,237,332,192
SUP-00063,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
RET-00096,13,0,13,0.013013013013013013,0.0,0.0,0.24708591884694697,0.04530095227397063,0.0015501547701682894,451,553,227,164,224,-102
DST-00137,7,6,13,0.007007007007007007,0.006006006006006006,0.0011350511407545796,0.23703195513482753,0.02684177527755792,0.0010224919387574168,451,326,306,287,400,125
RET-00026,13,0,13,0.013013013013013013,0.0,0.0,0.26239777217276294,0.07485528399084707,0.002249618565228972,451,553,94,43,72,-102
DST-00197,7,6,13,0.007007007007007007,0.006006006006006006,0.0005303246969141903,0.22465136868429048,0.014510776644422439,0.0011448533340921439,451,410,394,390,358,41
RET-00143,13,0,13,0.013013013013013013,0.0,0.0,0.258394609647788,0.04736069614608276,0.0014823993462696945,451,553,123,158,241,-102
DST-00035,6,7,13,0.006006006006006006,0.007007007007007007,0.0006886719543331828,0.23413846046640505,0.028449050791200876,0.0011857292669276908,451,383,326,275,339,68
LOG-00036,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
DST-00158,3,10,13,0.003003003003003003,0.01001001001001001,0.0006490885030714437,0.20276390676390676,0.018203698244315114,0.0008107124042231718,451,388,490,359,485,63
RET-00020,13,0,13,0.013013013013013013,0.0,0.0,0.2632717839971726,0.07689499856313946,0.0020237983926268154,451,553,85,39,114,-102
DST-00021,3,10,13,0.003003003003003003,0.01001001001001001,0.0013231492379023396,0.20781073899668337,0.005370466015988085,0.0008453165615218969,451,306,471,488,467,145
LOG-00037,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
SUP-00250,1,12,13,0.001001001001001001,0.012012012012012012,0.00012917754810639308,0.001001001001001001,4.7066653731708015e-50,0.0004486435526309183,451,508,626,651,621,-57
RET-00104,13,0,13,0.013013013013013013,0.0,0.0,0.26582973107636787,0.006062908371829653,0.0006140846047166807,451,553,65,481,553,-102
DST-00155,7,6,13,0.007007007007007007,0.006006006006006006,0.0017099508282686167,0.24048582638891008,0.029149247711691053,0.0010718689447460072,451,254,279,272,383,197
RET-00017,13,0,13,0.013013013013013013,0.0,0.0,0.25943120363251654,0.041519475989909835,0.0016594920367852387,451,553,113,188,187,-102
DST-00126,7,6,13,0.007007007007007007,0.006006006006006006,0.0015060914656125255,0.24463070447213847,0.05434658902290297,0.0013878494779803862,451,278,245,115,279,173
SUP-00201,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
RET-00054,13,0,13,0.013013013013013013,0.0,0.0,0.256123940031986,0.03814796405281925,0.0015907791109465114,451,553,144,210,208,-102
SUP-00126,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
SUP-00291,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
SUP-00083,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
RET-00085,13,0,13,0.013013013013013013,0.0,0.0,0.25848850303792165,0.05902851946614655,0.0015863512008333865,451,553,121,94,211,-102
MFG-00061,7,6,13,0.007007007007007007,0.006006006006006006,0.0007134064106381267,0.18582709444191506,0.0022796036475940325,0.0007467239671023944,451,377,542,527,508,74
RET-00055,13,0,13,0.013013013013013013,0.0,0.0,0.2634668001334668,0.08344969812349273,0.0022860860666377497,451,553,82,26,65,-102
SUP-00265,2,11,13,0.002002002002002002,0.011011011011011011,0.00023059589580976583,0.002002002002002002,6.819722962863701e-50,0.0004729056978498705,451,472,602,624,603,-21
SUP-00028,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
SUP-00009,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
DST-00174,5,8,13,0.005005005005005005,0.008008008008008008,0.001182779651670905,0.23131475673848553,0.02796137600410725,0.0009436665786977144,451,318,347,279,431,133
DST-00140,5,8,13,0.005005005005005005,0.008008008008008008,0.0012978096004121922,0.2331385261740058,0.01508588970403703,0.0011912041364816614,451,311,334,387,337,140
SUP-00068,1,12,13,0.001001001001001001,0.012012012012012012,0.00027856386715914897,0.001001001001001001,3.6842181523516564e-50,0.0004105536561892855,451,460,626,669,662,-9
RET-00127,13,0,13,0.013013013013013013,0.0,0.0,0.25634607580553526,0.07858206438191985,0.0016511112568996442,451,553,140,34,193,-102
DST-00059,4,9,13,0.004004004004004004,0.009009009009009009,0.0006127599988102316,0.19539473394098944,0.008364773315423799,0.0005484393744476011,451,395,516,454,576,56
RET-00036,13,0,13,0.013013013013013013,0.0,0.0,0.2507438704125345,0.05471459145471108,0.0018167466343207643,451,553,193,114,154,-102
SUP-00200,1,12,13,0.001001001001001001,0.012012012012012012,0.0003276086974184925,0.001001001001001001,1.230344822385706e-50,0.0005122507916592287,451,450,626,692,584,1
SUP-00203,1,12,13,0.001001001001001001,0.012012012012012012,0.00036933533821099793,0.001001001001001001,8.895290821126572e-51,0.0003953955465663942,451,438,626,694,684,13
RET-00035,13,0,13,0.013013013013013013,0.0,0.0,0.24630364388568188,0.01446732731362464,0.0009978916658990543,451,553,232,391,408,-102
RET-00076,13,0,13,0.013013013013013013,0.0,0.0,0.251987375260489,0.061267470719845916,0.0021998333076570027,451,553,180,86,82,-102
DST-00076,4,9,13,0.004004004004004004,0.009009009009009009,0.0007070545864784147,0.2080544337946859,0.00783903644595056,0.0005123671711473646,451,378,468,461,583,73
RET-00071,13,0,13,0.013013013013013013,0.0,0.0,0.25699434984117064,0.05087379143057016,0.001823655747755252,451,553,136,136,151,-102
RET-00088,13,0,13,0.013013013013013013,0.0,0.0,0.2632717839971726,0.08324849127415765,0.0023480629645020955,451,553,85,27,54,-102
SUP-00154,1,12,13,0.001001001001001001,0.012012012012012012,0.00014708920068659152,0.001001001001001001,4.161360188733923e-50,0.00042550260172976163,451,499,626,658,645,-48
SUP-00242,2,11,13,0.002002002002002002,0.011011011011011011,0.00025132372503656704,0.002002002002002002,1.3090732583887798e-49,0.0005038650777871305,451,465,602,602,590,-14
RET-00082,13,0,13,0.013013013013013013,0.0,0.0,0.2727608743713038,0.0785308888749159,0.00238486792215129,451,553,31,36,47,-102
SUP-00123,2,11,13,0.002002002002002002,0.011011011011011011,0.00045646514495662166,0.002002002002002002,6.683396666754485e-50,0.0006401591903400835,451,418,602,626,547,33
DST-00106,6,7,13,0.006006006006006006,0.007007007007007007,0.0022183956723211594,0.23444786048023578,0.03218747918095793,0.0015382882141105067,451,197,322,258,230,254
RET-00133,13,0,13,0.013013013013013013,0.0,0.0,0.2585824646893349,0.06348170835909298,0.0016106250134588493,451,553,120,76,204,-102
RET-00004,13,0,13,0.013013013013013013,0.0,0.0,0.25267507053474453,0.042844051096153246,0.0017918302085776563,451,553,171,178,160,-102
SUP-00162,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
LOG-00007,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
DST-00089,5,8,13,0.005005005005005005,0.008008008008008008,0.00062126795603593,0.1987881438861831,0.0007571740859476201,0.0006498863803678552,451,390,504,545,544,61
RET-00102,13,0,13,0.013013013013013013,0.0,0.0,0.25432976773698973,0.03750302165145098,0.0018957939721534539,451,553,159,214,141,-102
DST-00161,3,10,13,0.003003003003003003,0.01001001001001001,0.0006209775449554475,0.18295273876609272,0.006419501412136428,0.0006891122829535492,451,391,548,479,531,60
RET-00146,13,0,13,0.013013013013013013,0.0,0.0,0.2625914951496347,0.0694065580432373,0.001955369148023672,451,553,88,53,127,-102
DST-00101,5,8,13,0.005005005005005005,0.008008008008008008,0.0014370931012064603,0.21152717546160169,0.008238197216982435,0.0008919393555961038,451,291,459,457,451,160
DST-00066,5,8,13,0.005005005005005005,0.008008008008008008,0.0015347558579905597,0.23184373527398686,0.006632254680162219,0.0007730402591052989,451,274,342,477,498,177
SUP-00018,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
RET-00116,13,0,13,0.013013013013013013,0.0,0.0,0.26395560681274965,0.06826172241097392,0.00195145800913542,451,553,77,57,128,-102
DST-00152,8,5,13,0.008008008008008008,0.005005005005005005,0.001934638341059957,0.22989105075272873,0.007034513255904693,0.0007599148092690723,451,233,355,474,504,218
DST-00129,6,7,13,0.006006006006006006,0.007007007007007007,0.0012888245843103879,0.22302755300869692,0.015580324962963287,0.0012090644725694126,451,312,403,383,331,139
SUP-00243,0,13,13,0.0,0.013013013013013013,0.0,0.0,3.4081574027304866e-53,0.0003704100500827289,451,553,703,703,703,-102
SUP-00229,1,12,13,0.001001001001001001,0.012012012012012012,0.0001867331457885115,0.001001001001001001,5.865438890099166e-50,0.0004376739253271677,451,483,626,642,631,-32
DST-00179,5,8,13,0.005005005005005005,0.008008008008008008,0.0013566694983172933,0.2295935534369698,0.00797028440325211,0.0006051244201692543,451,302,358,459,556,149
RET-00100,13,0,13,0.013013013013013013,0.0,0.0,0.2618183144498934,0.05396760135474158,0.0018658359768792022,451,553,96,117,146,-102
DST-00100,1,11,12,0.001001001001001001,0.011011011011011011,0.00015534284226872562,0.14946791779142243,1.7905589256881762e-06,0.0004419137590567703,529,496,559,559,625,33
