organization_id,organization_name,organization_type,region,industry,size_category,status,created_at
MFG-00138,"Williams, Mccoy and Cook",manufacturer,North,Chemicals,Large,active,2024-01-01
RET-00102,Blake Group,retailer,North,Chemicals,Small,active,2024-01-01
MFG-00065,"Phillips, Wagner and Jordan",manufacturer,East,Pharmaceuticals,Large,active,2024-01-01
SUP-00230,Kerr-Evans,supplier,West,Food_Beverage,Large,active,2024-01-01
SUP-00038,"Baker, Mason and White",supplier,Central,Food_Beverage,Small,active,2024-01-01
RET-00116,Owens-Russell,retailer,West,Textiles,Large,active,2024-01-01
MFG-00075,"Hoffman, Santiago and Jenkins",manufacturer,South,Automotive,Enterprise,active,2024-01-01
DST-00020,Hughes Inc,distributor,Central,Electronics,Small,active,2024-01-01
RET-00118,Baker-Wilson,retailer,Central,Electronics,Large,active,2024-01-01
RET-00001,Clark Ltd,retailer,South,Chemicals,Medium,active,2024-01-01
WHS-00055,Sanders and Sons,warehouse,West,Chemicals,Medium,active,2024-01-01
LOG-00092,Medina and Sons,logistics_provider,East,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00195,"Hernandez, Thompson and Boyd",supplier,West,Pharmaceuticals,Large,active,2024-01-01
RET-00005,"Bell, Campbell and Ryan",retailer,West,Electronics,Small,active,2024-01-01
RET-00015,Robertson-Ramirez,retailer,West,Textiles,Medium,active,2024-01-01
DST-00054,"Jimenez, Glass and Stone",distributor,North,Electronics,Large,active,2024-01-01
RET-00120,"Terry, Williams and Huff",retailer,East,Textiles,Small,active,2024-01-01
LOG-00081,"Price, Carlson and Andrews",logistics_provider,West,Pharmaceuticals,Large,active,2024-01-01
DST-00130,"Morales, Williams and Williams",distributor,West,Chemicals,Enterprise,active,2024-01-01
RET-00119,Aguirre LLC,retailer,East,Food_Beverage,Medium,active,2024-01-01
SUP-00163,"Smith, Gilmore and Johnston",supplier,South,Textiles,Enterprise,active,2024-01-01
RET-00059,Peck-Anderson,retailer,South,Food_Beverage,Large,active,2024-01-01
SUP-00153,Manning Group,supplier,North,Chemicals,Large,active,2024-01-01
LOG-00052,"Burgess, Grant and Watts",logistics_provider,West,Food_Beverage,Medium,active,2024-01-01
RET-00144,"Wright, Mcknight and Stephens",retailer,West,Textiles,Medium,active,2024-01-01
LOG-00006,Bowers-Hayes,logistics_provider,East,Textiles,Small,active,2024-01-01
SUP-00112,"Shields, Cochran and Adams",supplier,Central,Automotive,Small,active,2024-01-01
SUP-00227,Miller-Wright,supplier,West,Chemicals,Medium,active,2024-01-01
WHS-00039,David-Powers,warehouse,West,Textiles,Enterprise,active,2024-01-01
SUP-00104,"Tran, Jordan and Williams",supplier,West,Automotive,Small,active,2024-01-01
MFG-00122,"Cole, Glass and Cunningham",manufacturer,West,Chemicals,Small,active,2024-01-01
MFG-00120,Thompson Ltd,manufacturer,West,Chemicals,Small,active,2024-01-01
LOG-00001,"Rivera, Campos and Taylor",logistics_provider,North,Food_Beverage,Small,active,2024-01-01
DST-00137,Whitney PLC,distributor,East,Automotive,Small,active,2024-01-01
LOG-00031,"Harris, Edwards and Oconnell",logistics_provider,Central,Electronics,Small,active,2024-01-01
WHS-00023,Nunez-Stephens,warehouse,South,Pharmaceuticals,Large,active,2024-01-01
SUP-00120,"Rivera, Johnson and Wiley",supplier,East,Pharmaceuticals,Large,active,2024-01-01
SUP-00054,"Robinson, Jones and Welch",supplier,East,Pharmaceuticals,Small,active,2024-01-01
SUP-00152,"Simmons, Meadows and Griffin",supplier,East,Textiles,Large,active,2024-01-01
MFG-00104,Jones-Hensley,manufacturer,East,Pharmaceuticals,Medium,active,2024-01-01
RET-00096,"Mueller, Stevenson and Sanchez",retailer,North,Electronics,Medium,active,2024-01-01
SUP-00208,Davis and Sons,supplier,Central,Electronics,Large,active,2024-01-01
WHS-00009,Bryant-Brown,warehouse,East,Textiles,Medium,active,2024-01-01
LOG-00094,Dunn-Wilson,logistics_provider,Central,Chemicals,Large,active,2024-01-01
LOG-00013,Smith LLC,logistics_provider,South,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00009,Garcia-James,supplier,North,Pharmaceuticals,Enterprise,active,2024-01-01
LOG-00058,Bailey LLC,logistics_provider,Central,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00037,Smith-Bowen,supplier,East,Pharmaceuticals,Medium,active,2024-01-01
DST-00003,Harper and Sons,distributor,North,Pharmaceuticals,Medium,active,2024-01-01
WHS-00002,"Marks, Miller and Griffin",warehouse,Central,Chemicals,Small,active,2024-01-01
SUP-00254,"Garcia, Martin and Jenkins",supplier,South,Automotive,Medium,active,2024-01-01
MFG-00004,Jones LLC,manufacturer,Central,Electronics,Enterprise,active,2024-01-01
WHS-00097,Ali PLC,warehouse,North,Chemicals,Large,active,2024-01-01
DST-00122,"Smith, Rodriguez and Anderson",distributor,Central,Textiles,Small,active,2024-01-01
DST-00174,"Rodgers, Jefferson and Johnson",distributor,Central,Textiles,Large,active,2024-01-01
WHS-00083,Adams-Sanders,warehouse,East,Automotive,Large,active,2024-01-01
RET-00042,May Ltd,retailer,North,Automotive,Medium,active,2024-01-01
SUP-00263,Martinez-Dudley,supplier,West,Food_Beverage,Small,active,2024-01-01
DST-00161,Williams-Moses,distributor,North,Textiles,Medium,active,2024-01-01
SUP-00298,Schmidt PLC,supplier,East,Chemicals,Small,active,2024-01-01
MFG-00115,Dixon Inc,manufacturer,Central,Electronics,Small,active,2024-01-01
SUP-00151,Salazar-Ball,supplier,East,Food_Beverage,Small,active,2024-01-01
LOG-00039,"Clark, Salinas and Guerra",logistics_provider,East,Electronics,Medium,active,2024-01-01
DST-00191,Young-Molina,distributor,East,Chemicals,Medium,active,2024-01-01
RET-00040,"Shaffer, Garcia and Richardson",retailer,North,Textiles,Large,active,2024-01-01
DST-00101,"Baker, Clark and Armstrong",distributor,West,Electronics,Enterprise,active,2024-01-01
RET-00037,"Wallace, Smith and Cooper",retailer,West,Food_Beverage,Medium,active,2024-01-01
DST-00039,King-Smith,distributor,South,Automotive,Medium,active,2024-01-01
SUP-00148,"Holmes, Williams and Wright",supplier,West,Textiles,Medium,active,2024-01-01
SUP-00147,Robinson-Brock,supplier,West,Textiles,Small,active,2024-01-01
WHS-00071,Landry Ltd,warehouse,North,Automotive,Enterprise,active,2024-01-01
RET-00082,Moore-Ayala,retailer,West,Textiles,Enterprise,active,2024-01-01
WHS-00090,Miller Group,warehouse,Central,Textiles,Small,active,2024-01-01
WHS-00010,Chambers-Parker,warehouse,East,Chemicals,Large,active,2024-01-01
MFG-00049,Schroeder-Kramer,manufacturer,Central,Chemicals,Medium,active,2024-01-01
DST-00014,Spencer-Garcia,distributor,West,Textiles,Enterprise,active,2024-01-01
MFG-00026,"Martinez, Richardson and Curry",manufacturer,West,Automotive,Medium,active,2024-01-01
SUP-00187,Sanders-Espinoza,supplier,West,Chemicals,Medium,active,2024-01-01
SUP-00124,"Joyce, Wilson and Lam",supplier,North,Chemicals,Medium,active,2024-01-01
RET-00004,Li Inc,retailer,East,Electronics,Enterprise,active,2024-01-01
DST-00159,Huang-Foster,distributor,Central,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00144,"Lee, Horton and Snyder",supplier,South,Textiles,Large,active,2024-01-01
RET-00109,Jones-Bradley,retailer,West,Electronics,Medium,active,2024-01-01
SUP-00198,"Adams, Christian and Rivas",supplier,South,Food_Beverage,Medium,active,2024-01-01
DST-00160,Blevins-Ballard,distributor,East,Automotive,Enterprise,active,2024-01-01
SUP-00280,"Reyes, Chase and Jenkins",supplier,North,Chemicals,Medium,active,2024-01-01
SUP-00294,Good-Hodges,supplier,South,Food_Beverage,Enterprise,active,2024-01-01
MFG-00101,Wilson-Jimenez,manufacturer,South,Electronics,Enterprise,active,2024-01-01
SUP-00123,Chandler-Edwards,supplier,Central,Electronics,Small,active,2024-01-01
SUP-00184,"Higgins, Strickland and Martin",supplier,East,Pharmaceuticals,Large,active,2024-01-01
SUP-00203,Peterson-Beard,supplier,North,Automotive,Enterprise,active,2024-01-01
MFG-00139,Davis-Gregory,manufacturer,South,Textiles,Small,active,2024-01-01
SUP-00247,Davis Ltd,supplier,East,Chemicals,Enterprise,active,2024-01-01
MFG-00116,"Hicks, Bullock and Bailey",manufacturer,West,Food_Beverage,Large,active,2024-01-01
RET-00083,"Craig, Wilson and Yang",retailer,Central,Food_Beverage,Enterprise,active,2024-01-01
LOG-00016,Hawkins-Hunt,logistics_provider,Central,Chemicals,Medium,active,2024-01-01
RET-00057,Cruz-Allen,retailer,East,Automotive,Large,active,2024-01-01
LOG-00086,"Brown, Howard and Smith",logistics_provider,North,Chemicals,Enterprise,active,2024-01-01
RET-00038,Mcneil Group,retailer,East,Textiles,Enterprise,active,2024-01-01
SUP-00130,Cortez LLC,supplier,North,Automotive,Enterprise,active,2024-01-01
DST-00188,Morales Inc,distributor,South,Food_Beverage,Small,active,2024-01-01
MFG-00103,"Hall, Hansen and Barnett",manufacturer,Central,Electronics,Small,active,2024-01-01
LOG-00035,Diaz-Frederick,logistics_provider,West,Pharmaceuticals,Medium,active,2024-01-01
LOG-00021,Armstrong and Sons,logistics_provider,Central,Textiles,Medium,active,2024-01-01
WHS-00086,Sutton-Abbott,warehouse,South,Food_Beverage,Medium,active,2024-01-01
RET-00064,Hunter-Fuller,retailer,West,Electronics,Medium,active,2024-01-01
SUP-00220,Terry-Martinez,supplier,North,Textiles,Medium,active,2024-01-01
DST-00192,Turner-Sharp,distributor,East,Textiles,Large,active,2024-01-01
RET-00066,"Herrera, Jensen and Ramirez",retailer,East,Textiles,Enterprise,active,2024-01-01
LOG-00003,Davis and Sons,logistics_provider,East,Pharmaceuticals,Small,active,2024-01-01
LOG-00057,Guerra Ltd,logistics_provider,South,Automotive,Medium,active,2024-01-01
RET-00070,Collins Group,retailer,West,Automotive,Medium,active,2024-01-01
DST-00175,Butler and Sons,distributor,East,Pharmaceuticals,Medium,active,2024-01-01
RET-00025,Smith-Noble,retailer,East,Textiles,Small,active,2024-01-01
LOG-00011,Moore-Dawson,logistics_provider,North,Chemicals,Large,active,2024-01-01
MFG-00087,"Morales, Thomas and Schultz",manufacturer,West,Chemicals,Large,active,2024-01-01
RET-00123,Green-Ewing,retailer,South,Automotive,Medium,active,2024-01-01
DST-00060,Williams-Berg,distributor,Central,Pharmaceuticals,Small,active,2024-01-01
SUP-00268,Jimenez Ltd,supplier,Central,Food_Beverage,Enterprise,active,2024-01-01
LOG-00070,Goodwin-Stokes,logistics_provider,West,Pharmaceuticals,Large,active,2024-01-01
MFG-00142,Rangel LLC,manufacturer,West,Chemicals,Small,active,2024-01-01
DST-00047,Blackwell LLC,distributor,West,Textiles,Enterprise,active,2024-01-01
SUP-00113,"Rodriguez, Brennan and Garrison",supplier,South,Automotive,Small,active,2024-01-01
WHS-00042,Atkinson LLC,warehouse,South,Food_Beverage,Large,active,2024-01-01
SUP-00233,"Clark, Guerrero and Moore",supplier,West,Textiles,Enterprise,active,2024-01-01
RET-00020,Donaldson and Sons,retailer,South,Electronics,Enterprise,active,2024-01-01
DST-00158,"Hill, Martinez and Rhodes",distributor,East,Food_Beverage,Small,active,2024-01-01
WHS-00022,Avila LLC,warehouse,North,Food_Beverage,Enterprise,active,2024-01-01
MFG-00074,"Watson, Anderson and Brown",manufacturer,Central,Textiles,Large,active,2024-01-01
RET-00132,Davis LLC,retailer,South,Pharmaceuticals,Enterprise,active,2024-01-01
LOG-00093,Cunningham-Barton,logistics_provider,Central,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00234,Arnold and Sons,supplier,East,Electronics,Enterprise,active,2024-01-01
LOG-00036,Vargas PLC,logistics_provider,West,Automotive,Enterprise,active,2024-01-01
WHS-00027,Mendez-Mayer,warehouse,North,Food_Beverage,Medium,active,2024-01-01
MFG-00018,Burgess-Thompson,manufacturer,South,Food_Beverage,Medium,active,2024-01-01
DST-00199,"Zhang, Brooks and Miles",distributor,Central,Electronics,Small,active,2024-01-01
MFG-00111,Kim Inc,manufacturer,South,Electronics,Large,active,2024-01-01
RET-00049,"Cruz, Richmond and Edwards",retailer,West,Textiles,Enterprise,active,2024-01-01
WHS-00060,Edwards-Williams,warehouse,East,Pharmaceuticals,Enterprise,active,2024-01-01
MFG-00059,"Turner, Schneider and Johnson",manufacturer,South,Food_Beverage,Enterprise,active,2024-01-01
SUP-00259,Gutierrez-Lopez,supplier,Central,Automotive,Enterprise,active,2024-01-01
WHS-00095,Lam-Elliott,warehouse,East,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00178,Mcdowell-Smith,distributor,South,Food_Beverage,Small,active,2024-01-01
DST-00183,Simon Ltd,distributor,Central,Food_Beverage,Enterprise,active,2024-01-01
SUP-00283,"Pollard, Simpson and Johnson",supplier,South,Automotive,Medium,active,2024-01-01
MFG-00077,Schmitt PLC,manufacturer,North,Food_Beverage,Small,active,2024-01-01
MFG-00085,"Farmer, Dorsey and Bell",manufacturer,West,Electronics,Large,active,2024-01-01
SUP-00225,Jones-Soto,supplier,North,Food_Beverage,Enterprise,active,2024-01-01
RET-00104,Barnes Inc,retailer,South,Chemicals,Medium,active,2024-01-01
LOG-00065,Hall-Sullivan,logistics_provider,West,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00023,Moody-Taylor,distributor,East,Electronics,Small,active,2024-01-01
MFG-00048,Willis and Sons,manufacturer,South,Textiles,Enterprise,active,2024-01-01
DST-00056,Morrison-Short,distributor,Central,Textiles,Enterprise,active,2024-01-01
DST-00190,Boyle-Smith,distributor,East,Pharmaceuticals,Medium,active,2024-01-01
RET-00138,Ramirez-Stephenson,retailer,East,Electronics,Large,active,2024-01-01
RET-00079,Nelson-Brown,retailer,South,Chemicals,Large,active,2024-01-01
RET-00056,"Brown, Hurst and Blevins",retailer,West,Pharmaceuticals,Medium,active,2024-01-01
DST-00170,Russell Group,distributor,South,Electronics,Enterprise,active,2024-01-01
RET-00006,Werner-Carter,retailer,Central,Textiles,Enterprise,active,2024-01-01
LOG-00054,Barton-Chapman,logistics_provider,South,Textiles,Large,active,2024-01-01
DST-00196,"Carrillo, Vaughn and Fowler",distributor,Central,Chemicals,Medium,active,2024-01-01
LOG-00097,"Alexander, Robinson and Coleman",logistics_provider,South,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00107,Marshall-Peterson,distributor,East,Food_Beverage,Medium,active,2024-01-01
RET-00108,"Miller, Davis and Anderson",retailer,South,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00128,Brooks-Hatfield,distributor,South,Electronics,Large,active,2024-01-01
LOG-00046,"Woodard, Herrera and Little",logistics_provider,North,Electronics,Enterprise,active,2024-01-01
SUP-00086,Smith PLC,supplier,West,Food_Beverage,Enterprise,active,2024-01-01
SUP-00243,Gonzales-Harrison,supplier,East,Pharmaceuticals,Enterprise,active,2024-01-01
WHS-00049,"Morrison, Russo and Lopez",warehouse,North,Textiles,Enterprise,active,2024-01-01
SUP-00160,Russell-Daniels,supplier,East,Automotive,Medium,active,2024-01-01
DST-00075,Gonzalez-Taylor,distributor,East,Pharmaceuticals,Small,active,2024-01-01
SUP-00036,Rodriguez-Graham,supplier,Central,Food_Beverage,Enterprise,active,2024-01-01
DST-00091,"Matthews, Saunders and Anderson",distributor,West,Automotive,Enterprise,active,2024-01-01
SUP-00171,Meadows PLC,supplier,West,Food_Beverage,Enterprise,active,2024-01-01
WHS-00005,Murphy PLC,warehouse,West,Automotive,Enterprise,active,2024-01-01
RET-00041,Taylor-Ayala,retailer,South,Chemicals,Small,active,2024-01-01
RET-00008,"Ochoa, Taylor and Brady",retailer,Central,Automotive,Small,active,2024-01-01
LOG-00098,"Greer, Potter and Evans",logistics_provider,South,Textiles,Small,active,2024-01-01
RET-00095,Wood LLC,retailer,North,Automotive,Enterprise,active,2024-01-01
WHS-00084,Chung-Stevens,warehouse,North,Electronics,Medium,active,2024-01-01
SUP-00096,Harris-Walters,supplier,South,Electronics,Small,active,2024-01-01
DST-00114,Wright-Grimes,distributor,North,Electronics,Enterprise,active,2024-01-01
SUP-00241,Jones and Sons,supplier,West,Chemicals,Enterprise,active,2024-01-01
WHS-00093,Lewis Ltd,warehouse,South,Textiles,Enterprise,active,2024-01-01
DST-00125,"Lee, Tran and Jones",distributor,North,Automotive,Small,active,2024-01-01
WHS-00041,White-Medina,warehouse,East,Textiles,Large,active,2024-01-01
DST-00011,Strickland-Shaw,distributor,North,Pharmaceuticals,Medium,active,2024-01-01
DST-00104,Ballard Ltd,distributor,South,Electronics,Large,active,2024-01-01
RET-00039,"Anderson, Jones and Reyes",retailer,West,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00207,"Alvarez, Joseph and West",supplier,North,Food_Beverage,Small,active,2024-01-01
MFG-00093,Webster Inc,manufacturer,Central,Food_Beverage,Medium,active,2024-01-01
LOG-00045,"Barnes, Johnson and Schmitt",logistics_provider,South,Automotive,Medium,active,2024-01-01
MFG-00098,"Estrada, Williams and Foster",manufacturer,South,Automotive,Small,active,2024-01-01
LOG-00017,Johnson LLC,logistics_provider,South,Chemicals,Small,active,2024-01-01
LOG-00099,Cole LLC,logistics_provider,Central,Electronics,Small,active,2024-01-01
SUP-00218,Erickson and Sons,supplier,Central,Chemicals,Enterprise,active,2024-01-01
SUP-00005,"Guzman, Hoffman and Baldwin",supplier,North,Electronics,Medium,active,2024-01-01
LOG-00019,Smith-Gutierrez,logistics_provider,North,Textiles,Small,active,2024-01-01
DST-00193,Green LLC,distributor,North,Automotive,Medium,active,2024-01-01
RET-00080,"Proctor, Burton and Crawford",retailer,South,Automotive,Medium,active,2024-01-01
DST-00163,"Scott, Mendoza and Harris",distributor,East,Chemicals,Large,active,2024-01-01
WHS-00089,Walsh Ltd,warehouse,North,Electronics,Large,active,2024-01-01
DST-00097,"Ferguson, Shaw and Jackson",distributor,North,Pharmaceuticals,Large,active,2024-01-01
WHS-00076,Williamson Ltd,warehouse,South,Electronics,Medium,active,2024-01-01
WHS-00034,"Flores, Harper and Chambers",warehouse,South,Electronics,Enterprise,active,2024-01-01
SUP-00099,Williams-Cook,supplier,Central,Electronics,Enterprise,active,2024-01-01
LOG-00055,"Hernandez, Cuevas and Webb",logistics_provider,South,Chemicals,Large,active,2024-01-01
WHS-00078,"Arnold, Smith and Moreno",warehouse,West,Automotive,Enterprise,active,2024-01-01
DST-00124,Williams-Williams,distributor,West,Automotive,Large,active,2024-01-01
MFG-00107,Berry-Mckinney,manufacturer,South,Automotive,Medium,active,2024-01-01
DST-00053,Morgan-Lopez,distributor,East,Food_Beverage,Enterprise,active,2024-01-01
SUP-00048,"Martin, Rose and Obrien",supplier,Central,Pharmaceuticals,Small,active,2024-01-01
SUP-00033,"Ferrell, Rice and Maddox",supplier,West,Chemicals,Enterprise,active,2024-01-01
LOG-00030,"Mccann, Taylor and Flores",logistics_provider,North,Chemicals,Medium,active,2024-01-01
LOG-00090,Miller Inc,logistics_provider,North,Automotive,Enterprise,active,2024-01-01
SUP-00201,"Barnett, Rogers and Snyder",supplier,North,Chemicals,Enterprise,active,2024-01-01
SUP-00135,Mitchell-Jordan,supplier,East,Pharmaceuticals,Small,active,2024-01-01
SUP-00028,"Hoffman, Baker and Richards",supplier,East,Electronics,Medium,active,2024-01-01
RET-00031,Watson Ltd,retailer,West,Chemicals,Medium,active,2024-01-01
SUP-00231,"Branch, Torres and Oliver",supplier,East,Pharmaceuticals,Small,active,2024-01-01
DST-00040,Cooper Ltd,distributor,North,Textiles,Small,active,2024-01-01
LOG-00023,Thomas-Jackson,logistics_provider,North,Chemicals,Medium,active,2024-01-01
MFG-00079,Moore Group,manufacturer,Central,Automotive,Small,active,2024-01-01
SUP-00289,"Miller, Murphy and Craig",supplier,West,Electronics,Small,active,2024-01-01
MFG-00119,Morrison Ltd,manufacturer,Central,Electronics,Large,active,2024-01-01
WHS-00025,Hill Ltd,warehouse,West,Textiles,Enterprise,active,2024-01-01
MFG-00092,Ware and Sons,manufacturer,West,Food_Beverage,Large,active,2024-01-01
DST-00143,"Allen, Armstrong and Graves",distributor,North,Chemicals,Enterprise,active,2024-01-01
DST-00049,"Kennedy, Johnson and Lucas",distributor,East,Pharmaceuticals,Enterprise,active,2024-01-01
SUP-00139,"Harvey, Davis and Crane",supplier,South,Electronics,Medium,active,2024-01-01
SUP-00063,Wright and Sons,supplier,West,Textiles,Enterprise,active,2024-01-01
DST-00022,Combs Ltd,distributor,South,Automotive,Large,active,2024-01-01
DST-00198,Mendoza Group,distributor,South,Chemicals,Large,active,2024-01-01
SUP-00129,"Mccall, Hanson and Alvarado",supplier,East,Pharmaceuticals,Medium,active,2024-01-01
RET-00127,Anderson Group,retailer,Central,Chemicals,Medium,active,2024-01-01
DST-00071,Johnson and Sons,distributor,East,Electronics,Medium,active,2024-01-01
LOG-00089,Mckinney-Wallace,logistics_provider,Central,Pharmaceuticals,Medium,active,2024-01-01
RET-00113,Chavez-Hall,retailer,Central,Electronics,Medium,active,2024-01-01
SUP-00065,Baxter Inc,supplier,North,Automotive,Small,active,2024-01-01
LOG-00063,"Marsh, Spears and Yang",logistics_provider,Central,Automotive,Enterprise,active,2024-01-01
SUP-00015,Williams and Sons,supplier,Central,Electronics,Enterprise,active,2024-01-01
SUP-00157,"Mitchell, Nelson and Flores",supplier,West,Chemicals,Enterprise,active,2024-01-01
SUP-00041,Ryan PLC,supplier,Central,Electronics,Enterprise,active,2024-01-01
DST-00043,Li-Thompson,distributor,South,Electronics,Medium,active,2024-01-01
MFG-00080,Boone LLC,manufacturer,West,Electronics,Large,active,2024-01-01
SUP-00188,Vargas Ltd,supplier,South,Electronics,Enterprise,active,2024-01-01
LOG-00014,Ward-Nelson,logistics_provider,South,Food_Beverage,Large,active,2024-01-01
SUP-00217,Perez-White,supplier,Central,Electronics,Large,active,2024-01-01
LOG-00042,"Moore, Henderson and Bennett",logistics_provider,East,Food_Beverage,Enterprise,active,2024-01-01
SUP-00053,Chapman and Sons,supplier,North,Electronics,Large,active,2024-01-01
RET-00029,Baxter LLC,retailer,South,Textiles,Medium,active,2024-01-01
MFG-00038,Bass PLC,manufacturer,North,Automotive,Enterprise,active,2024-01-01
WHS-00099,Hickman-Evans,warehouse,South,Textiles,Enterprise,active,2024-01-01
WHS-00070,"Bernard, Warren and Combs",warehouse,East,Electronics,Large,active,2024-01-01
WHS-00075,Wagner LLC,warehouse,South,Electronics,Medium,active,2024-01-01
SUP-00296,Williams Inc,supplier,West,Electronics,Enterprise,active,2024-01-01
WHS-00052,Giles Ltd,warehouse,North,Textiles,Small,active,2024-01-01
SUP-00252,"Graham, Olsen and Costa",supplier,East,Chemicals,Large,active,2024-01-01
WHS-00077,"Durham, Hopkins and Smith",warehouse,South,Electronics,Small,active,2024-01-01
DST-00012,Burch-Montoya,distributor,Central,Electronics,Small,active,2024-01-01
DST-00006,Diaz-Ball,distributor,North,Chemicals,Medium,active,2024-01-01
RET-00147,Durham-Shaw,retailer,East,Automotive,Small,active,2024-01-01
LOG-00066,Lopez Ltd,logistics_provider,South,Pharmaceuticals,Large,active,2024-01-01
RET-00013,Burton-Brooks,retailer,East,Automotive,Enterprise,active,2024-01-01
SUP-00270,Baird-Sanchez,supplier,East,Textiles,Small,active,2024-01-01
SUP-00202,White-Lewis,supplier,South,Food_Beverage,Medium,active,2024-01-01
SUP-00162,Stein-Silva,supplier,West,Food_Beverage,Enterprise,active,2024-01-01
DST-00106,Moore Group,distributor,South,Pharmaceuticals,Small,active,2024-01-01
WHS-00080,"Li, Craig and Drake",warehouse,North,Textiles,Medium,active,2024-01-01
MFG-00102,Thompson-James,manufacturer,North,Chemicals,Medium,active,2024-01-01
WHS-00053,Burgess Group,warehouse,South,Electronics,Enterprise,active,2024-01-01
DST-00027,Scott and Sons,distributor,Central,Textiles,Large,active,2024-01-01
LOG-00072,Diaz and Sons,logistics_provider,West,Automotive,Small,active,2024-01-01
LOG-00022,"James, Taylor and Turner",logistics_provider,South,Automotive,Enterprise,active,2024-01-01
SUP-00106,Nolan and Sons,supplier,North,Textiles,Medium,active,2024-01-01
DST-00116,"Edwards, Hines and Jimenez",distributor,Central,Textiles,Medium,active,2024-01-01
MFG-00090,Moore-Collins,manufacturer,West,Electronics,Small,active,2024-01-01
SUP-00002,Doyle Ltd,supplier,South,Pharmaceuticals,Medium,active,2024-01-01
RET-00088,"Rios, Walker and Wright",retailer,Central,Chemicals,Enterprise,active,2024-01-01
RET-00133,Williams Group,retailer,Central,Textiles,Enterprise,active,2024-01-01
DST-00112,Wright-Davis,distributor,East,Electronics,Small,active,2024-01-01
SUP-00081,"Sanchez, Wheeler and Harvey",supplier,South,Food_Beverage,Medium,active,2024-01-01
SUP-00206,Freeman-Chang,supplier,East,Food_Beverage,Large,active,2024-01-01
SUP-00035,"Dyer, Potter and Mack",supplier,South,Chemicals,Large,active,2024-01-01
LOG-00026,"Weber, Wheeler and Gonzalez",logistics_provider,West,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00059,Jackson-Wallace,distributor,East,Textiles,Enterprise,active,2024-01-01
MFG-00128,Jones-Lin,manufacturer,West,Textiles,Enterprise,active,2024-01-01
DST-00005,"Lamb, Martin and Kim",distributor,North,Pharmaceuticals,Small,active,2024-01-01
MFG-00067,"Le, Lewis and Hayes",manufacturer,Central,Automotive,Medium,active,2024-01-01
SUP-00092,"Smith, Montoya and Evans",supplier,South,Electronics,Small,active,2024-01-01
MFG-00040,"Wood, Ramos and Sampson",manufacturer,Central,Electronics,Small,active,2024-01-01
RET-00048,Goodwin PLC,retailer,North,Pharmaceuticals,Enterprise,active,2024-01-01
DST-00115,Li PLC,distributor,Central,Textiles,Small,active,2024-01-01
MFG-00046,Zhang PLC,manufacturer,North,Automotive,Large,active,2024-01-01
LOG-00027,Taylor Inc,logistics_provider,West,Textiles,Small,active,2024-01-01
SUP-00242,Larson-Holloway,supplier,West,Electronics,Small,active,2024-01-01
SUP-00014,"Mcclure, Ward and Lee",supplier,North,Chemicals,Enterprise,active,2024-01-01
MFG-00016,"Lucas, Parker and Alexander",manufacturer,Central,Chemicals,Large,active,2024-01-01
DST-00151,Stevens PLC,distributor,East,Textiles,Enterprise,active,2024-01-01
MFG-00088,Davis PLC,manufacturer,West,Electronics,Medium,active,2024-01-01
SUP-00274,Hoover-Campbell,supplier,South,Pharmaceuticals,Medium,active,2024-01-01
SUP-00167,"Hurst, Freeman and Nelson",supplier,South,Pharmaceuticals,Medium,active,2024-01-01
LOG-00091,Carter LLC,logistics_provider,East,Pharmaceuticals,Medium,active,2024-01-01
RET-00143,Gonzalez-Wilkerson,retailer,Central,Automotive,Small,active,2024-01-01
DST-00197,Richardson-Walker,distributor,Central,Textiles,Medium,active,2024-01-01
LOG-00069,Smith-Lewis,logistics_provider,Central,Textiles,Medium,active,2024-01-01
DST-00035,"Butler, Beck and Miller",distributor,North,Food_Beverage,Small,active,2024-01-01
RET-00131,Orr Group,retailer,East,Electronics,Enterprise,active,2024-01-01
DST-00055,Acosta Inc,distributor,East,Electronics,Small,active,2024-01-01
LOG-00082,Lopez-Reid,logistics_provider,East,Food_Beverage,Enterprise,active,2024-01-01
SUP-00244,Lyons-Bender,supplier,South,Automotive,Large,active,2024-01-01
DST-00117,"Owens, Koch and Jimenez",distributor,South,Automotive,Enterprise,active,2024-01-01
RET-00026,Alexander Inc,retailer,South,Automotive,Small,active,2024-01-01
DST-00113,Dougherty-Lin,distributor,South,Food_Beverage,Enterprise,active,2024-01-01
WHS-00037,"Fry, Hobbs and Buck",warehouse,Central,Electronics,Small,active,2024-01-01
SUP-00190,"Burke, Martinez and Riggs",supplier,West,Electronics,Medium,active,2024-01-01
LOG-00033,Faulkner-Casey,logistics_provider,Central,Electronics,Small,active,2024-01-01
